"year","site","field","project","plot","subplot","uniqueID","carbon","nadd","ncess","fence","burn","rainfall","warm","species","abundance","unitAbund","scaleAbund"
"1982","cdr","A",2,4,"Whole","cdr_A_2_4_Whole","0",3,"0",1,"0","0","0","Agropyron repens",55.767,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,4,"Whole","cdr_A_2_4_Whole","0",3,"0",1,"0","0","0","Ambrosia artemisiifolia",39.733,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,4,"Whole","cdr_A_2_4_Whole","0",3,"0",1,"0","0","0","Berteroa incana",15.767,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,4,"Whole","cdr_A_2_4_Whole","0",3,"0",1,"0","0","0","Euphorbia (supina)",4.1,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,4,"Whole","cdr_A_2_4_Whole","0",3,"0",1,"0","0","0","Mollugo verticillata",7.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,4,"Whole","cdr_A_2_4_Whole","0",3,"0",1,"0","0","0","Polygonum convolvulus",4.8,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,4,"Whole","cdr_A_2_4_Whole","0",3,"0",1,"0","0","0","Setaria lutescens",0.463,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,5,"Whole","cdr_A_2_5_Whole","0",80,"0",1,"0","0","0","Agropyron repens",153,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,5,"Whole","cdr_A_2_5_Whole","0",80,"0",1,"0","0","0","Ambrosia artemisiifolia",256.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,5,"Whole","cdr_A_2_5_Whole","0",80,"0",1,"0","0","0","Berteroa incana",0.673,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,5,"Whole","cdr_A_2_5_Whole","0",80,"0",1,"0","0","0","Chenopodium album",0.61,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,5,"Whole","cdr_A_2_5_Whole","0",80,"0",1,"0","0","0","Panicum capillare",4.267,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,5,"Whole","cdr_A_2_5_Whole","0",80,"0",1,"0","0","0","Polygonum convolvulus",44.333,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,6,"Whole","cdr_A_2_6_Whole","0",0,"0",1,"0","0","0","Agropyron repens",18.1,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,6,"Whole","cdr_A_2_6_Whole","0",0,"0",1,"0","0","0","Ambrosia coronopifolia",46.533,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,6,"Whole","cdr_A_2_6_Whole","0",0,"0",1,"0","0","0","Berteroa incana",12.767,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,6,"Whole","cdr_A_2_6_Whole","0",0,"0",1,"0","0","0","Digitaria ischaemum",0.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,6,"Whole","cdr_A_2_6_Whole","0",0,"0",1,"0","0","0","Polygonum convolvulus",18.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,6,"Whole","cdr_A_2_6_Whole","0",0,"0",1,"0","0","0","Setaria lutescens",8.433,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,7,"Whole","cdr_A_2_7_Whole","0",0,"0",1,"0","0","0","Achillea millefolium(lanulosa)",1.733,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,7,"Whole","cdr_A_2_7_Whole","0",0,"0",1,"0","0","0","Agropyron repens",47.633,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,7,"Whole","cdr_A_2_7_Whole","0",0,"0",1,"0","0","0","Ambrosia artemisiifolia",2.7,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,7,"Whole","cdr_A_2_7_Whole","0",0,"0",1,"0","0","0","Digitaria ischaemum",1.733,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,7,"Whole","cdr_A_2_7_Whole","0",0,"0",1,"0","0","0","Poa pratensis",9.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,7,"Whole","cdr_A_2_7_Whole","0",0,"0",1,"0","0","0","Polygonum convolvulus",0.59,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,7,"Whole","cdr_A_2_7_Whole","0",0,"0",1,"0","0","0","Setaria lutescens",9.933,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,8,"Whole","cdr_A_2_8_Whole","0",10,"0",1,"0","0","0","Agropyron repens",64.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,8,"Whole","cdr_A_2_8_Whole","0",10,"0",1,"0","0","0","Agrostis scabra",0.243,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,8,"Whole","cdr_A_2_8_Whole","0",10,"0",1,"0","0","0","Ambrosia artemisiifolia",70.033,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,8,"Whole","cdr_A_2_8_Whole","0",10,"0",1,"0","0","0","Berteroa incana",21.467,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,8,"Whole","cdr_A_2_8_Whole","0",10,"0",1,"0","0","0","Hedeoma hispida",0.457,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,8,"Whole","cdr_A_2_8_Whole","0",10,"0",1,"0","0","0","Polygonum convolvulus",24.6,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,8,"Whole","cdr_A_2_8_Whole","0",10,"0",1,"0","0","0","Polygonum persicaria",6.5,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,8,"Whole","cdr_A_2_8_Whole","0",10,"0",1,"0","0","0","Setaria lutescens",163.167,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,9,"Whole","cdr_A_2_9_Whole","0",28,"0",1,"0","0","0","Agropyron repens",102.633,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,9,"Whole","cdr_A_2_9_Whole","0",28,"0",1,"0","0","0","Agrostis scabra",0.15,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,9,"Whole","cdr_A_2_9_Whole","0",28,"0",1,"0","0","0","Ambrosia coronopifolia",227.233,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,9,"Whole","cdr_A_2_9_Whole","0",28,"0",1,"0","0","0","Berteroa incana",21.9,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,9,"Whole","cdr_A_2_9_Whole","0",28,"0",1,"0","0","0","Chenopodium album",0.533,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,9,"Whole","cdr_A_2_9_Whole","0",28,"0",1,"0","0","0","Digitaria ischaemum",6.7,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,9,"Whole","cdr_A_2_9_Whole","0",28,"0",1,"0","0","0","Euphorbia glyptosperma",3.233,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,9,"Whole","cdr_A_2_9_Whole","0",28,"0",1,"0","0","0","Polygonum convolvulus",37.567,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,9,"Whole","cdr_A_2_9_Whole","0",28,"0",1,"0","0","0","Setaria viridis",2.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,9,"Whole","cdr_A_2_9_Whole","0",28,"0",1,"0","0","0","Tragopogon dubius",6.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,10,"Whole","cdr_A_2_10_Whole","0",10,"0",1,"0","0","0","Achillea millefolium(lanulosa)",0.027,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,10,"Whole","cdr_A_2_10_Whole","0",10,"0",1,"0","0","0","Agropyron repens",85.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,10,"Whole","cdr_A_2_10_Whole","0",10,"0",1,"0","0","0","Ambrosia coronopifolia",90.767,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,10,"Whole","cdr_A_2_10_Whole","0",10,"0",1,"0","0","0","Berteroa incana",21.867,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,10,"Whole","cdr_A_2_10_Whole","0",10,"0",1,"0","0","0","Chenopodium album",0.36,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,10,"Whole","cdr_A_2_10_Whole","0",10,"0",1,"0","0","0","Cyperus sp.",0.353,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,10,"Whole","cdr_A_2_10_Whole","0",10,"0",1,"0","0","0","Euphorbia glyptosperma",0.48,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,10,"Whole","cdr_A_2_10_Whole","0",10,"0",1,"0","0","0","Polygonum convolvulus",12.267,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,10,"Whole","cdr_A_2_10_Whole","0",10,"0",1,"0","0","0","Setaria lutescens",5.967,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,11,"Whole","cdr_A_2_11_Whole","0",50,"0",1,"0","0","0","Agropyron repens",112.967,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,11,"Whole","cdr_A_2_11_Whole","0",50,"0",1,"0","0","0","Ambrosia artemisiifolia",181,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,11,"Whole","cdr_A_2_11_Whole","0",50,"0",1,"0","0","0","Berteroa incana",18.267,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,11,"Whole","cdr_A_2_11_Whole","0",50,"0",1,"0","0","0","Chenopodium album",114.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,11,"Whole","cdr_A_2_11_Whole","0",50,"0",1,"0","0","0","Euphorbia (supina)",3.467,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,11,"Whole","cdr_A_2_11_Whole","0",50,"0",1,"0","0","0","Mollugo verticillata",0.82,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,11,"Whole","cdr_A_2_11_Whole","0",50,"0",1,"0","0","0","Polygonum convolvulus",61.367,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,11,"Whole","cdr_A_2_11_Whole","0",50,"0",1,"0","0","0","Setaria lutescens",3.6,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,12,"Whole","cdr_A_2_12_Whole","0",0,"0",1,"0","0","0","Agropyron repens",55.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,12,"Whole","cdr_A_2_12_Whole","0",0,"0",1,"0","0","0","Ambrosia artemisiifolia",90.3,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,12,"Whole","cdr_A_2_12_Whole","0",0,"0",1,"0","0","0","Berteroa incana",17.9,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,12,"Whole","cdr_A_2_12_Whole","0",0,"0",1,"0","0","0","Chenopodium album",5.967,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,12,"Whole","cdr_A_2_12_Whole","0",0,"0",1,"0","0","0","Mollugo verticillata",0.057,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,12,"Whole","cdr_A_2_12_Whole","0",0,"0",1,"0","0","0","Polygonum convolvulus",2.967,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,12,"Whole","cdr_A_2_12_Whole","0",0,"0",1,"0","0","0","Setaria lutescens",52,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,12,"Whole","cdr_A_2_12_Whole","0",0,"0",1,"0","0","0","Verbascum thapsus",0.06,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,13,"Whole","cdr_A_2_13_Whole","0",6,"0",1,"0","0","0","Agropyron repens",109.633,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,13,"Whole","cdr_A_2_13_Whole","0",6,"0",1,"0","0","0","Agrostis scabra",0.77,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,13,"Whole","cdr_A_2_13_Whole","0",6,"0",1,"0","0","0","Ambrosia coronopifolia",10.567,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,13,"Whole","cdr_A_2_13_Whole","0",6,"0",1,"0","0","0","Berteroa incana",2.9,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,13,"Whole","cdr_A_2_13_Whole","0",6,"0",1,"0","0","0","Chenopodium album",22.7,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,13,"Whole","cdr_A_2_13_Whole","0",6,"0",1,"0","0","0","Digitaria ischaemum",6.733,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,13,"Whole","cdr_A_2_13_Whole","0",6,"0",1,"0","0","0","Panicum capillare",6.7,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,13,"Whole","cdr_A_2_13_Whole","0",6,"0",1,"0","0","0","Polygonum convolvulus",2.1,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,13,"Whole","cdr_A_2_13_Whole","0",6,"0",1,"0","0","0","Setaria lutescens",15.833,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,14,"Whole","cdr_A_2_14_Whole","0",0,"0",1,"0","0","0","Agropyron repens",90.233,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,14,"Whole","cdr_A_2_14_Whole","0",0,"0",1,"0","0","0","Ambrosia artemisiifolia",8.233,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,14,"Whole","cdr_A_2_14_Whole","0",0,"0",1,"0","0","0","Berteroa incana",2.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,14,"Whole","cdr_A_2_14_Whole","0",0,"0",1,"0","0","0","Polygonum convolvulus",23.367,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,14,"Whole","cdr_A_2_14_Whole","0",0,"0",1,"0","0","0","Setaria lutescens",54.867,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,15,"Whole","cdr_A_2_15_Whole","0",28,"0",1,"0","0","0","Agropyron repens",68.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,15,"Whole","cdr_A_2_15_Whole","0",28,"0",1,"0","0","0","Ambrosia coronopifolia",288.367,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,15,"Whole","cdr_A_2_15_Whole","0",28,"0",1,"0","0","0","Berteroa incana",32.067,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,15,"Whole","cdr_A_2_15_Whole","0",28,"0",1,"0","0","0","Chenopodium album",61.933,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,15,"Whole","cdr_A_2_15_Whole","0",28,"0",1,"0","0","0","Hedeoma hispida",0.743,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,15,"Whole","cdr_A_2_15_Whole","0",28,"0",1,"0","0","0","Polygonum convolvulus",49.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,15,"Whole","cdr_A_2_15_Whole","0",28,"0",1,"0","0","0","Setaria lutescens",41,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,16,"Whole","cdr_A_2_16_Whole","0",3,"0",1,"0","0","0","Agropyron repens",61.933,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,16,"Whole","cdr_A_2_16_Whole","0",3,"0",1,"0","0","0","Agrostis scabra",1.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,16,"Whole","cdr_A_2_16_Whole","0",3,"0",1,"0","0","0","Ambrosia artemisiifolia",52.4,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,16,"Whole","cdr_A_2_16_Whole","0",3,"0",1,"0","0","0","Berteroa incana",57.8,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,16,"Whole","cdr_A_2_16_Whole","0",3,"0",1,"0","0","0","Crepis tectorum",1.24,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,16,"Whole","cdr_A_2_16_Whole","0",3,"0",1,"0","0","0","Digitaria ischaemum",0.32,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,16,"Whole","cdr_A_2_16_Whole","0",3,"0",1,"0","0","0","Erigeron canadensis",0.44,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,16,"Whole","cdr_A_2_16_Whole","0",3,"0",1,"0","0","0","Polygonum convolvulus",5.133,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,17,"Whole","cdr_A_2_17_Whole","0",0,"0",1,"0","0","0","Agropyron repens",33.567,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,17,"Whole","cdr_A_2_17_Whole","0",0,"0",1,"0","0","0","Agrostis scabra",3.6,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,17,"Whole","cdr_A_2_17_Whole","0",0,"0",1,"0","0","0","Ambrosia artemisiifolia",34.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,17,"Whole","cdr_A_2_17_Whole","0",0,"0",1,"0","0","0","Berteroa incana",36.467,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,17,"Whole","cdr_A_2_17_Whole","0",0,"0",1,"0","0","0","Digitaria ischaemum",2.967,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,17,"Whole","cdr_A_2_17_Whole","0",0,"0",1,"0","0","0","Euphorbia (supina)",0.07,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,17,"Whole","cdr_A_2_17_Whole","0",0,"0",1,"0","0","0","Mollugo verticillata",0.46,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,17,"Whole","cdr_A_2_17_Whole","0",0,"0",1,"0","0","0","Polygonum convolvulus",6.633,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,17,"Whole","cdr_A_2_17_Whole","0",0,"0",1,"0","0","0","Setaria lutescens",0.137,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,18,"Whole","cdr_A_2_18_Whole","0",50,"0",1,"0","0","0","Agropyron repens",84.333,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,18,"Whole","cdr_A_2_18_Whole","0",50,"0",1,"0","0","0","Ambrosia artemisiifolia",110.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,18,"Whole","cdr_A_2_18_Whole","0",50,"0",1,"0","0","0","Berteroa incana",10.133,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,18,"Whole","cdr_A_2_18_Whole","0",50,"0",1,"0","0","0","Carex sp.",0.157,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,18,"Whole","cdr_A_2_18_Whole","0",50,"0",1,"0","0","0","Digitaria ischaemum",0.323,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,18,"Whole","cdr_A_2_18_Whole","0",50,"0",1,"0","0","0","Lespedeza capitata",0.633,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,18,"Whole","cdr_A_2_18_Whole","0",50,"0",1,"0","0","0","Polygonum convolvulus",51.567,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,19,"Whole","cdr_A_2_19_Whole","0",28,"0",1,"0","0","0","Agropyron repens",143.6,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,19,"Whole","cdr_A_2_19_Whole","0",28,"0",1,"0","0","0","Ambrosia artemisiifolia",226.933,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,19,"Whole","cdr_A_2_19_Whole","0",28,"0",1,"0","0","0","Berteroa incana",17.033,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,19,"Whole","cdr_A_2_19_Whole","0",28,"0",1,"0","0","0","Digitaria ischaemum",34.1,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,19,"Whole","cdr_A_2_19_Whole","0",28,"0",1,"0","0","0","Polygonum convolvulus",60.7,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,19,"Whole","cdr_A_2_19_Whole","0",28,"0",1,"0","0","0","Setaria lutescens",61.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,20,"Whole","cdr_A_2_20_Whole","0",16,"0",1,"0","0","0","Agropyron repens",114.733,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,20,"Whole","cdr_A_2_20_Whole","0",16,"0",1,"0","0","0","Ambrosia artemisiifolia",102.767,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,20,"Whole","cdr_A_2_20_Whole","0",16,"0",1,"0","0","0","Berteroa incana",13.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,20,"Whole","cdr_A_2_20_Whole","0",16,"0",1,"0","0","0","Chenopodium album",109.133,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,20,"Whole","cdr_A_2_20_Whole","0",16,"0",1,"0","0","0","Cyperus sp.",0.287,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,20,"Whole","cdr_A_2_20_Whole","0",16,"0",1,"0","0","0","Digitaria ischaemum",3.567,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,20,"Whole","cdr_A_2_20_Whole","0",16,"0",1,"0","0","0","Panicum capillare",7.567,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,20,"Whole","cdr_A_2_20_Whole","0",16,"0",1,"0","0","0","Polygonum convolvulus",14.2,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,20,"Whole","cdr_A_2_20_Whole","0",16,"0",1,"0","0","0","Setaria lutescens",110.967,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,20,"Whole","cdr_A_2_20_Whole","0",16,"0",1,"0","0","0","Setaria viridis",57.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,21,"Whole","cdr_A_2_21_Whole","0",0,"0",1,"0","0","0","Agropyron repens",82.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,21,"Whole","cdr_A_2_21_Whole","0",0,"0",1,"0","0","0","Ambrosia artemisiifolia",27.433,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,21,"Whole","cdr_A_2_21_Whole","0",0,"0",1,"0","0","0","Berteroa incana",15.567,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,21,"Whole","cdr_A_2_21_Whole","0",0,"0",1,"0","0","0","Chenopodium album",0.23,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,21,"Whole","cdr_A_2_21_Whole","0",0,"0",1,"0","0","0","Mollugo verticillata",0.04,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,21,"Whole","cdr_A_2_21_Whole","0",0,"0",1,"0","0","0","Polygonum convolvulus",5.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,21,"Whole","cdr_A_2_21_Whole","0",0,"0",1,"0","0","0","Setaria lutescens",33.8,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,22,"Whole","cdr_A_2_22_Whole","0",3,"0",1,"0","0","0","Agropyron repens",58.6,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,22,"Whole","cdr_A_2_22_Whole","0",3,"0",1,"0","0","0","Ambrosia artemisiifolia",104.967,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,22,"Whole","cdr_A_2_22_Whole","0",3,"0",1,"0","0","0","Chenopodium album",18.667,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,22,"Whole","cdr_A_2_22_Whole","0",3,"0",1,"0","0","0","Digitaria ischaemum",54.267,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,22,"Whole","cdr_A_2_22_Whole","0",3,"0",1,"0","0","0","Erigeron canadensis",3.433,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,22,"Whole","cdr_A_2_22_Whole","0",3,"0",1,"0","0","0","Euphorbia (supina)",5.167,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,22,"Whole","cdr_A_2_22_Whole","0",3,"0",1,"0","0","0","Fragaria virginiana",0.107,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,22,"Whole","cdr_A_2_22_Whole","0",3,"0",1,"0","0","0","Poa pratensis",3.533,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,22,"Whole","cdr_A_2_22_Whole","0",3,"0",1,"0","0","0","Polygonum convolvulus",11.9,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,22,"Whole","cdr_A_2_22_Whole","0",3,"0",1,"0","0","0","Setaria lutescens",4.3,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,23,"Whole","cdr_A_2_23_Whole","0",10,"0",1,"0","0","0","Agropyron repens",31.933,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,23,"Whole","cdr_A_2_23_Whole","0",10,"0",1,"0","0","0","Ambrosia coronopifolia",206.167,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,23,"Whole","cdr_A_2_23_Whole","0",10,"0",1,"0","0","0","Berteroa incana",66.633,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,23,"Whole","cdr_A_2_23_Whole","0",10,"0",1,"0","0","0","Chenopodium album",85.833,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,23,"Whole","cdr_A_2_23_Whole","0",10,"0",1,"0","0","0","Crepis tectorum",0.353,"biomass_g_m2","0.3m2"
"1982","cdr","A",2,23,"Whole","cdr_A_2_23_Whole","0",10,"0",1,"0","0","0","Digitaria ischaemum",2,"biomass_g_m2","0.3m2"
