# Early Successional Microplot ANPP
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/686
# The newest version of the data https://lter.kbs.msu.edu/datatables/686.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/60.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# sample_date		the date the plot was sampled
# treatment		the field treatment that was sampled
# replicate		the field replicate that was sampled
# method		the sample method used. 'sorted to species' means that an attempt was made to sort the biomass to species and any remaining biomass was classified as unsorted. 'not_ sorted' indicates that no attempt was made to sort the biomass to species and all of the biomass was classified as unsorted.
# disturbed		was the microplot tilled?
# fertilized		was the microplot  fertilized?
# biomass_g_m2	gramsPerSquareMeter	the dry weight of the biomass in grams/meter squared
# area_sampled	squareMeter	the area that was harvested for the sample in square meters
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
sample_date,treatment,replicate,method,disturbed,fertilized,biomass_g_m2,area_sampled
2014-09-03,T7,R6,sorted_to_species,disturbed,fertilized,1180.3499999999997,1
2014-07-28,T7,R1,sorted_to_species,undisturbed,fertilized,1059.43,1
2014-07-28,T7,R1,sorted_to_species,undisturbed,unfertilized,509.34000000000003,1
2014-07-28,T7,R2,sorted_to_species,undisturbed,unfertilized,966.1600000000001,1
2014-07-28,T7,R2,sorted_to_species,undisturbed,fertilized,1650.52,1
2014-07-28,T7,R3,sorted_to_species,undisturbed,fertilized,968.91,1
2014-07-28,T7,R3,sorted_to_species,undisturbed,unfertilized,851.52,1
2014-07-28,T7,R4,sorted_to_species,undisturbed,unfertilized,907.2200000000001,1
2014-07-28,T7,R4,sorted_to_species,undisturbed,fertilized,1414.72,1
2014-07-28,T7,R5,sorted_to_species,undisturbed,unfertilized,532.23,1
2014-07-28,T7,R5,sorted_to_species,undisturbed,fertilized,655.1,1
2014-07-28,T7,R6,sorted_to_species,undisturbed,unfertilized,616.5299999999999,1
2014-07-28,T7,R6,sorted_to_species,undisturbed,fertilized,832.05,1
2013-08-26,T7,R1,sorted_to_species,disturbed,unfertilized,298.0399999999999,1
2013-08-26,T7,R1,sorted_to_species,disturbed,fertilized,941.4999999999999,1
2013-08-26,T7,R2,sorted_to_species,disturbed,unfertilized,444.05999999999995,1
2013-08-26,T7,R2,sorted_to_species,disturbed,fertilized,1179.0799999999997,1
2013-08-26,T7,R3,sorted_to_species,disturbed,fertilized,841.8699999999999,1
2013-08-26,T7,R3,sorted_to_species,disturbed,unfertilized,270.22999999999996,1
2013-08-26,T7,R4,sorted_to_species,disturbed,unfertilized,319.3,1
2013-08-26,T7,R4,sorted_to_species,disturbed,fertilized,869.3899999999999,1
2013-08-26,T7,R5,sorted_to_species,disturbed,unfertilized,927.8700000000001,1
2013-08-26,T7,R5,sorted_to_species,disturbed,fertilized,1093.46,1
2013-08-26,T7,R6,sorted_to_species,disturbed,unfertilized,402.36999999999995,1
2013-08-26,T7,R6,sorted_to_species,disturbed,fertilized,1093.62,1
2013-08-05,T7,R1,sorted_to_species,undisturbed,unfertilized,740.865,1
2013-08-05,T7,R1,sorted_to_species,undisturbed,fertilized,1021.2299999999999,1
2013-08-05,T7,R2,sorted_to_species,undisturbed,fertilized,986.7499999999999,1
2013-08-05,T7,R2,sorted_to_species,undisturbed,unfertilized,939.04,1
2013-08-05,T7,R3,sorted_to_species,undisturbed,unfertilized,601.54,1
2013-08-05,T7,R3,sorted_to_species,undisturbed,fertilized,1239.6499999999999,1
2013-08-05,T7,R4,sorted_to_species,undisturbed,fertilized,1299.2599999999998,1
2013-08-05,T7,R4,sorted_to_species,undisturbed,unfertilized,852.9750000000001,1
2013-08-05,T7,R5,sorted_to_species,undisturbed,unfertilized,675.585,1
2013-08-05,T7,R5,sorted_to_species,undisturbed,fertilized,862.1450000000001,1
2013-08-05,T7,R6,sorted_to_species,undisturbed,unfertilized,710.4900000000001,1
2013-08-05,T7,R6,sorted_to_species,undisturbed,fertilized,646.5499999999998,1
2012-08-21,T7,R1,sorted_to_species,disturbed,unfertilized,309.32,1
2012-08-21,T7,R1,sorted_to_species,disturbed,fertilized,279.055,1
2012-08-21,T7,R2,sorted_to_species,disturbed,fertilized,420.28,1
2012-08-21,T7,R2,sorted_to_species,disturbed,unfertilized,257.62999999999994,1
2012-08-21,T7,R3,sorted_to_species,disturbed,fertilized,249.46000000000004,1
2012-08-21,T7,R3,sorted_to_species,disturbed,unfertilized,229.85999999999996,1
2012-08-21,T7,R4,sorted_to_species,disturbed,fertilized,463.83,1
2012-08-21,T7,R4,sorted_to_species,disturbed,unfertilized,283.11999999999995,1
2012-08-21,T7,R5,sorted_to_species,disturbed,unfertilized,585.54,1
2012-08-21,T7,R5,sorted_to_species,disturbed,fertilized,714.59,1
2012-08-21,T7,R6,sorted_to_species,disturbed,fertilized,324.435,1
2012-08-21,T7,R6,sorted_to_species,disturbed,unfertilized,342.08,1
2012-07-30,T7,R1,sorted_to_species,undisturbed,unfertilized,310.46000000000004,1
2012-07-30,T7,R1,sorted_to_species,undisturbed,fertilized,524.5799999999999,1
2012-07-30,T7,R2,sorted_to_species,undisturbed,unfertilized,572.65,1
2012-07-30,T7,R2,sorted_to_species,undisturbed,fertilized,802.1600000000001,1
2012-07-30,T7,R3,sorted_to_species,undisturbed,unfertilized,417.42999999999995,1
2012-07-30,T7,R3,sorted_to_species,undisturbed,fertilized,627.5,1
2012-07-30,T7,R4,sorted_to_species,undisturbed,unfertilized,390.51,1
2012-07-30,T7,R4,sorted_to_species,undisturbed,fertilized,495.51,1
2012-07-30,T7,R5,sorted_to_species,undisturbed,unfertilized,278.25000000000006,1
2012-07-30,T7,R5,sorted_to_species,undisturbed,fertilized,304.19,1
2012-07-30,T7,R6,sorted_to_species,undisturbed,unfertilized,428.91,1
2012-07-30,T7,R6,sorted_to_species,undisturbed,fertilized,187.43,1
2011-08-16,T7,R2,sorted_to_species,disturbed,unfertilized,319.0949999999999,1
2011-08-16,T7,R2,sorted_to_species,disturbed,fertilized,910.535,1
2011-08-16,T7,R5,sorted_to_species,disturbed,fertilized,929.8599999999999,1
2011-08-16,T7,R5,sorted_to_species,disturbed,unfertilized,692.385,1
2011-08-16,T7,R6,sorted_to_species,disturbed,unfertilized,348.71500000000003,1
2011-08-16,T7,R6,sorted_to_species,disturbed,fertilized,870.8749999999999,1
2011-08-15,T7,R1,sorted_to_species,disturbed,fertilized,641.51,1
2011-08-15,T7,R1,sorted_to_species,disturbed,unfertilized,263.935,1
2011-08-15,T7,R3,sorted_to_species,disturbed,unfertilized,262.315,1
2011-08-15,T7,R3,sorted_to_species,disturbed,fertilized,654.61,1
2011-08-15,T7,R4,sorted_to_species,disturbed,unfertilized,241.93,1
2011-08-15,T7,R4,sorted_to_species,disturbed,fertilized,662.01,1
2011-08-03,T7,R5,sorted_to_species,undisturbed,fertilized,515.725,1
2011-08-03,T7,R5,sorted_to_species,undisturbed,unfertilized,632.6699999999998,1
2011-08-03,T7,R6,sorted_to_species,undisturbed,fertilized,976.65,1
2011-08-03,T7,R6,sorted_to_species,undisturbed,unfertilized,477.41999999999996,1
2011-08-02,T7,R1,sorted_to_species,undisturbed,fertilized,925.1599999999999,1
2011-08-02,T7,R1,sorted_to_species,undisturbed,unfertilized,623.52,1
2011-08-02,T7,R2,sorted_to_species,undisturbed,fertilized,1470.9,1
2011-08-02,T7,R2,sorted_to_species,undisturbed,unfertilized,815.5899999999999,1
2011-08-02,T7,R3,sorted_to_species,undisturbed,unfertilized,793.6399999999999,1
2011-08-02,T7,R3,sorted_to_species,undisturbed,fertilized,757.4699999999999,1
2011-08-02,T7,R4,sorted_to_species,undisturbed,unfertilized,542.16,1
2011-08-02,T7,R4,sorted_to_species,undisturbed,fertilized,799.1600000000001,1
2010-08-30,T7,R1,sorted_to_species,disturbed,unfertilized,342.65,1
2010-08-30,T7,R1,sorted_to_species,disturbed,fertilized,817.51,1
2010-08-30,T7,R2,sorted_to_species,disturbed,unfertilized,366.6099999999999,1
2010-08-30,T7,R2,sorted_to_species,disturbed,fertilized,1261.78,1
2010-08-30,T7,R3,sorted_to_species,disturbed,fertilized,816.6999999999999,1
2010-08-30,T7,R3,sorted_to_species,disturbed,unfertilized,348.11,1
2010-08-30,T7,R4,sorted_to_species,disturbed,unfertilized,378.29999999999995,1
2010-08-30,T7,R4,sorted_to_species,disturbed,fertilized,871.1099999999999,1
2010-08-30,T7,R5,sorted_to_species,disturbed,unfertilized,894.34,1
2010-08-30,T7,R5,sorted_to_species,disturbed,fertilized,1389.88,1
2010-08-30,T7,R6,sorted_to_species,disturbed,unfertilized,578.0550000000001,1
2010-08-30,T7,R6,sorted_to_species,disturbed,fertilized,925.48,1
2010-08-02,T7,R1,sorted_to_species,undisturbed,fertilized,847.66,1
2010-08-02,T7,R1,sorted_to_species,undisturbed,unfertilized,285.04,1
2010-08-02,T7,R2,sorted_to_species,undisturbed,fertilized,1213.67,1
2010-08-02,T7,R2,sorted_to_species,undisturbed,unfertilized,956.56,1
2010-08-02,T7,R3,sorted_to_species,undisturbed,fertilized,1065.1100000000001,1
2010-08-02,T7,R3,sorted_to_species,undisturbed,unfertilized,666.36,1
2010-08-02,T7,R4,sorted_to_species,undisturbed,unfertilized,1036.99,1
2010-08-02,T7,R4,sorted_to_species,undisturbed,fertilized,1180.7699999999998,1
2010-08-02,T7,R5,sorted_to_species,undisturbed,unfertilized,702.77,1
2010-08-02,T7,R5,sorted_to_species,undisturbed,fertilized,610.47,1
2010-08-02,T7,R6,sorted_to_species,undisturbed,fertilized,996.27,1
2010-08-02,T7,R6,sorted_to_species,undisturbed,unfertilized,361.13000000000005,1
2009-08-31,T7,R1,sorted_to_species,disturbed,fertilized,497.10999999999984,1
2009-08-31,T7,R1,sorted_to_species,disturbed,unfertilized,208.53000000000003,1
2009-08-31,T7,R2,sorted_to_species,disturbed,unfertilized,286.2699999999999,1
2009-08-31,T7,R2,sorted_to_species,disturbed,fertilized,1116.915,1
2009-08-31,T7,R3,sorted_to_species,disturbed,fertilized,765.1,1
2009-08-31,T7,R3,sorted_to_species,disturbed,unfertilized,265.995,1
2009-08-31,T7,R4,sorted_to_species,disturbed,fertilized,851.0899999999999,1
2009-08-31,T7,R4,sorted_to_species,disturbed,unfertilized,340.25,1
2009-08-31,T7,R5,sorted_to_species,disturbed,unfertilized,395.09999999999997,1
2009-08-31,T7,R5,sorted_to_species,disturbed,fertilized,1330.2699999999998,1
2009-08-31,T7,R6,sorted_to_species,disturbed,unfertilized,373.5400000000001,1
2009-08-31,T7,R6,sorted_to_species,disturbed,fertilized,973.3349999999999,1
2009-08-09,T7,R1,sorted_to_species,undisturbed,fertilized,1088.1599999999999,1
2009-08-09,T7,R1,sorted_to_species,undisturbed,unfertilized,514.4,1
2009-08-09,T7,R2,sorted_to_species,undisturbed,unfertilized,1003.8899999999998,1
2009-08-09,T7,R2,sorted_to_species,undisturbed,fertilized,967.7799999999999,1
2009-08-09,T7,R3,sorted_to_species,undisturbed,fertilized,895.8100000000001,1
2009-08-09,T7,R3,sorted_to_species,undisturbed,unfertilized,779.66,1
2009-08-09,T7,R4,sorted_to_species,undisturbed,unfertilized,871.94,1
2009-08-09,T7,R4,sorted_to_species,undisturbed,fertilized,756.17,1
2009-08-09,T7,R5,sorted_to_species,undisturbed,fertilized,608.04,1
2009-08-09,T7,R5,sorted_to_species,undisturbed,unfertilized,631.19,1
2009-08-09,T7,R6,sorted_to_species,undisturbed,unfertilized,360.58000000000004,1
2009-08-09,T7,R6,sorted_to_species,undisturbed,fertilized,728.3500000000001,1
2008-09-02,T7,R1,sorted_to_species,disturbed,unfertilized,264.90999999999997,1
2008-09-02,T7,R1,sorted_to_species,disturbed,fertilized,365.54,1
2008-09-02,T7,R2,sorted_to_species,disturbed,fertilized,747.2099999999999,1
2008-09-02,T7,R2,sorted_to_species,disturbed,unfertilized,180.64000000000001,1
2008-09-02,T7,R3,sorted_to_species,disturbed,fertilized,638.4,1
2008-09-02,T7,R3,sorted_to_species,disturbed,unfertilized,316.45,1
2008-09-02,T7,R4,sorted_to_species,disturbed,fertilized,528.25,1
2008-09-02,T7,R4,sorted_to_species,disturbed,unfertilized,484.35999999999996,1
2008-09-02,T7,R5,sorted_to_species,disturbed,fertilized,772.46,1
2008-09-02,T7,R5,sorted_to_species,disturbed,unfertilized,289.20500000000004,1
2008-09-02,T7,R6,sorted_to_species,disturbed,unfertilized,376.92999999999995,1
2008-09-02,T7,R6,sorted_to_species,disturbed,fertilized,670.18,1
2008-08-11,T7,R1,sorted_to_species,undisturbed,unfertilized,632.2900000000001,1
2008-08-11,T7,R1,sorted_to_species,undisturbed,fertilized,902.6149999999999,1
2008-08-11,T7,R2,sorted_to_species,undisturbed,fertilized,1312.14,1
2008-08-11,T7,R2,sorted_to_species,undisturbed,unfertilized,727.7649999999998,1
2008-08-11,T7,R3,sorted_to_species,undisturbed,unfertilized,689.2900000000001,1
2008-08-11,T7,R3,sorted_to_species,undisturbed,fertilized,1056.0900000000001,1
2008-08-11,T7,R4,sorted_to_species,undisturbed,unfertilized,789.9399999999999,1
2008-08-11,T7,R4,sorted_to_species,undisturbed,fertilized,879.75,1
2008-08-11,T7,R5,sorted_to_species,undisturbed,fertilized,611.13,1
2008-08-11,T7,R5,sorted_to_species,undisturbed,unfertilized,413.01000000000005,1
2008-08-11,T7,R6,sorted_to_species,undisturbed,unfertilized,573.41,1
2008-08-11,T7,R6,sorted_to_species,undisturbed,fertilized,550.03,1
2007-08-21,T7,R1,sorted_to_species,disturbed,fertilized,311.80999999999995,1
2007-08-21,T7,R1,sorted_to_species,disturbed,unfertilized,238.60999999999999,1
2007-08-21,T7,R2,sorted_to_species,disturbed,fertilized,593.2549999999999,1
2007-08-21,T7,R2,sorted_to_species,disturbed,unfertilized,230.31499999999994,1
2007-08-21,T7,R3,sorted_to_species,disturbed,unfertilized,281.18000000000006,1
2007-08-21,T7,R3,sorted_to_species,disturbed,fertilized,383.25,1
2007-08-21,T7,R4,sorted_to_species,disturbed,unfertilized,213.21999999999997,1
2007-08-21,T7,R4,sorted_to_species,disturbed,fertilized,321.35,1
2007-08-21,T7,R5,sorted_to_species,disturbed,fertilized,601.2600000000001,1
2007-08-21,T7,R5,sorted_to_species,disturbed,unfertilized,437.02000000000004,1
2007-08-21,T7,R6,sorted_to_species,disturbed,fertilized,431.99999999999994,1
2007-08-21,T7,R6,sorted_to_species,disturbed,unfertilized,347.18,1
2007-08-08,T7,R1,sorted_to_species,undisturbed,fertilized,360.21999999999997,1
2007-08-08,T7,R1,sorted_to_species,undisturbed,unfertilized,212.44500000000002,1
2007-08-08,T7,R2,sorted_to_species,undisturbed,fertilized,559.01,1
2007-08-08,T7,R2,sorted_to_species,undisturbed,unfertilized,775.05,1
2007-08-08,T7,R3,sorted_to_species,undisturbed,fertilized,411.63,1
2007-08-08,T7,R3,sorted_to_species,undisturbed,unfertilized,707.54,1
2007-08-08,T7,R4,sorted_to_species,undisturbed,fertilized,439.31000000000006,1
2007-08-08,T7,R4,sorted_to_species,undisturbed,unfertilized,562.4999999999999,1
2007-08-08,T7,R5,sorted_to_species,undisturbed,unfertilized,386.83000000000004,1
2007-08-08,T7,R5,sorted_to_species,undisturbed,fertilized,588.4100000000001,1
2007-08-08,T7,R6,sorted_to_species,undisturbed,unfertilized,413.0899999999999,1
2007-08-08,T7,R6,sorted_to_species,undisturbed,fertilized,225.06,1
2006-08-28,T7,R1,sorted_to_species,disturbed,fertilized,510.02,1
2006-08-28,T7,R1,sorted_to_species,disturbed,unfertilized,294.17,1
2006-08-28,T7,R2,sorted_to_species,disturbed,fertilized,929.5900000000001,1
2006-08-28,T7,R2,sorted_to_species,disturbed,unfertilized,335.075,1
2006-08-28,T7,R3,sorted_to_species,disturbed,fertilized,779.2199999999999,1
2006-08-28,T7,R3,sorted_to_species,disturbed,unfertilized,478.9,1
2006-08-28,T7,R4,sorted_to_species,disturbed,fertilized,567.01,1
2006-08-28,T7,R4,sorted_to_species,disturbed,unfertilized,509.465,1
2006-08-28,T7,R5,sorted_to_species,disturbed,unfertilized,649.995,1
2006-08-28,T7,R5,sorted_to_species,disturbed,fertilized,913.09,1
2006-08-28,T7,R6,sorted_to_species,disturbed,fertilized,733.2,1
2006-08-28,T7,R6,sorted_to_species,disturbed,unfertilized,498.2800000000001,1
2006-08-08,T7,R1,sorted_to_species,undisturbed,fertilized,1153.6949999999997,1
2006-08-08,T7,R1,sorted_to_species,undisturbed,unfertilized,562.74,1
2006-08-08,T7,R2,sorted_to_species,undisturbed,fertilized,1195.2300000000002,1
2006-08-08,T7,R2,sorted_to_species,undisturbed,unfertilized,927.72,1
2006-08-08,T7,R3,sorted_to_species,undisturbed,fertilized,1003.2049999999999,1
2006-08-08,T7,R3,sorted_to_species,undisturbed,unfertilized,878.865,1
2006-08-08,T7,R4,sorted_to_species,undisturbed,fertilized,929.8,1
2006-08-08,T7,R4,sorted_to_species,undisturbed,unfertilized,974.185,1
2006-08-08,T7,R5,sorted_to_species,undisturbed,fertilized,661.1049999999999,1
2006-08-08,T7,R5,sorted_to_species,undisturbed,unfertilized,450.53999999999996,1
2006-08-08,T7,R6,sorted_to_species,undisturbed,unfertilized,326.23,1
2006-08-08,T7,R6,sorted_to_species,undisturbed,fertilized,478.585,1
2005-08-22,T7,R1,sorted_to_species,disturbed,fertilized,706.5799999999999,1
2005-08-22,T7,R1,sorted_to_species,disturbed,unfertilized,357.11,1
2005-08-22,T7,R2,sorted_to_species,disturbed,fertilized,1203.52,1
2005-08-22,T7,R2,sorted_to_species,disturbed,unfertilized,550.42,1
2005-08-22,T7,R3,sorted_to_species,disturbed,unfertilized,356.4,1
2005-08-22,T7,R3,sorted_to_species,disturbed,fertilized,689.21,1
2005-08-22,T7,R4,sorted_to_species,disturbed,unfertilized,486.13,1
2005-08-22,T7,R4,sorted_to_species,disturbed,fertilized,898.1099999999999,1
2005-08-22,T7,R5,sorted_to_species,disturbed,fertilized,1143.23,1
2005-08-22,T7,R5,sorted_to_species,disturbed,unfertilized,685.06,1
2005-08-22,T7,R6,sorted_to_species,disturbed,unfertilized,537.51,1
2005-08-22,T7,R6,sorted_to_species,disturbed,fertilized,1060.48,1
2005-08-16,T7,R1,sorted_to_species,undisturbed,fertilized,719.13,1
